id,canonicalName,displayName,slug,aliases,identityStatus,lifecycleStatus,publicationStatus,officialDomain,officialWebsite,country,headquarters,foundedYear,parentCompany,shortDescriptionEn,categories,families,series,industries,logoAssetPath,sourceRecordIds,checkedAt,contentStatus,seoStatus,seoTitleCore,seoMetaFactual,reviewBlockerCode,reviewBlockerCategory,completenessScore
standart-pompa,Standart Pompa ve Makina Sanayi Ticaret A.Ş.,Standart Pompa,standart-pompa,STANDART POMPA | STANDART,CONFIRMED,CURRENT,BRAND_SAFE,standartpompa.com,https://www.standartpompa.com/en/,Türkiye,,1957,,"Standart Pompa publishes official information for pumps and pumping systems. The published range names Centrifugal Pumps, Booster Systems, Fire-Fighting Pumps, and Packaged Pump Systems.",pumps and pumping systems,Centrifugal Pumps | Booster Systems | Fire-Fighting Pumps | Packaged Pump Systems,,water and wastewater | industrial processing | energy,,brand-standart-pompa-official | brand-standart-pompa-corporate,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Standart Pompa Pumps and pumping systems,"Standart Pompa manufacturer profile covering pumps and pumping systems, based on official company and product sources.",,,85
stanley-engineered-fastening,STANLEY Engineered Fastening,STANLEY Engineered Fastening,stanley-engineered-fastening,STANLEY ENGINEERED FASTENING,CONFIRMED,GROUP_DIVISION,BRAND_SAFE,stanleyengineeredfastening.com,https://europe.en.stanleyengineeredfastening.com/,,,,"Stanley Black & Decker, Inc.","STANLEY Engineered Fastening publishes official information for industrial fixing and support systems and industrial tools. The published range names Blind Rivets, Lockbolts, Rivet Nuts, Threaded Inserts, Pins, Screws and Bolts, Sealing Fasteners, Plastic Fasteners, and Assembly Systems.",industrial fixing and support systems | industrial tools,Blind Rivets | Lockbolts | Rivet Nuts | Threaded Inserts | Pins | Screws and Bolts | Sealing Fasteners | Plastic Fasteners | Assembly Systems,,transportation | aerospace | industrial manufacturing | industrial processing,brand-assets/logos/stanley-engineered-fastening.svg,brand-stanley-engineered-fastening-official | brand-stanley-engineered-fastening-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,STANLEY Engineered Fastening Industrial fixing and support systems,"STANLEY Engineered Fastening manufacturer profile covering industrial fixing and support systems and industrial tools, based on official company and product sources.",,,85
starline,STARLINE,STARLINE,starline,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,AMBIGUOUS_IDENTITY,AMBIGUOUS_IDENTITY,0
stasskol,STASSKOL GmbH,STASSKOL,stasskol,STASSKOL,CONFIRMED,CURRENT,BRAND_SAFE,stasskol.de,https://www.stasskol.de/de/,Germany,,1920,,First-party sources establish STASSKOL in sealing components. Official company information dates its foundation to 1920.,sealing components,Mixer Seals | Mechanical Seals | Application-Specific Sealing Systems,SDF,chemical processing | food and pharmaceutical processing | industrial processing,,brand-stasskol-official | brand-stasskol-mixer-seals | brand-stasskol-seal-catalog,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,STASSKOL Sealing components,"STASSKOL manufacturer profile covering sealing components, based on official company and product sources.",,,85
staubli-fluid-connectors,Stäubli Fluid Connectors,Stäubli Fluid Connectors,staubli-fluid-connectors,STAUBLI FLUID CONNECTORS | STÄUBLI FLUID CONNECTORS | STAUBLI,CONFIRMED,GROUP_DIVISION,BRAND_SAFE,staubli.com,https://www.staubli.com/global/en/fluid-connectors.html,Switzerland,,,Stäubli International AG,First-party sources establish Stäubli Fluid Connectors in brakes and couplings and industrial tools. The confirmed country record is Switzerland.,brakes and couplings | industrial tools,Quick and Dry Disconnect Couplings | Safety Breakaway Couplings | Multi-Coupling Solutions | Robotic Tool Changers | Quick Mold Change Systems,RBE | MCB | HCB | NCB | KBH | TTX,transportation | chemical processing | food and pharmaceutical processing | energy | factory automation,,brand-staubli-fluid-connectors-profile | brand-staubli-fluid-connectors-range,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Stäubli Fluid Connectors Brakes and couplings,"Stäubli Fluid Connectors manufacturer profile covering brakes and couplings and industrial tools, based on official company and product sources.",,,85
stauff,STAUFF Group,STAUFF,stauff,STAUFF | STAUFF GROUP,CONFIRMED,CURRENT,BRAND_SAFE,stauff.com,https://stauff.com/en/,Germany,,,,"STAUFF Group is documented in official material for hydraulic equipment, industrial valves and flow control, filtration and water systems, and measurement and instrumentation. Official product material names STAUFF Clamps, STAUFF Connect, STAUFF Flanges, STAUFF Hose, STAUFF Quick Release Couplings, STAUFF Valves, STAUFF Test, STAUFF Diagtronics, and STAUFF Filtration Technology.",hydraulic equipment | industrial valves and flow control | filtration and water systems | measurement and instrumentation,STAUFF Clamps | STAUFF Connect | STAUFF Flanges | STAUFF Hose | STAUFF Quick Release Couplings | STAUFF Valves | STAUFF Test | STAUFF Diagtronics | STAUFF Filtration Technology,,industrial manufacturing | industrial processing | energy,brand-assets/logos/stauff.jpg,brand-stauff-official | brand-stauff-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,STAUFF Hydraulic equipment,"STAUFF manufacturer profile covering hydraulic equipment, industrial valves and flow control, and filtration and water systems, based on official company and product sources.",,,90
stedman,STEDMAN,STEDMAN,stedman,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,BLOCKED_EXTERNAL_SOURCE,SOURCE_ACCESS_BLOCKED,0
stego,STEGO Elektrotechnik GmbH,STEGO,stego,STEGO | STEGO GROUP,CONFIRMED,CURRENT,BRAND_SAFE,stego-group.com,https://www.stego-group.com/,Germany,,,,First-party sources establish STEGO in industrial sensors. The confirmed country record is Germany.,industrial sensors,Enclosure Heaters | Thermostats | Hygrostats | Filter Fans | Sensors | Enclosure Lighting | Accessories,,factory automation | energy,brand-assets/logos/stego.svg,brand-stego-official | brand-stego-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,STEGO Industrial sensors,"STEGO manufacturer profile covering industrial sensors, based on official company and product sources.",,,90
steimel,Gebr. Steimel GmbH & Co. KG,Steimel,steimel,STEIMEL,CONFIRMED,CURRENT,BRAND_SAFE,steimel.com,https://www.steimel.com/en,Germany,,1878,,"Official Steimel material documents a product scope covering pumps and pumping systems, process equipment, and industrial automation and control. Documented families and lines include Centrifugal Pumps, Rotary Lobe Pumps, Gear Pumps, Batch Centrifuges, Continuous Centrifuges, Palletizers, Swarf Crushers, T, and TF.",pumps and pumping systems | process equipment | industrial automation and control,Centrifugal Pumps | Rotary Lobe Pumps | Gear Pumps | Batch Centrifuges | Continuous Centrifuges | Palletizers | Swarf Crushers,T | TF,marine applications | food and pharmaceutical processing | industrial manufacturing | industrial processing,brand-assets/logos/steimel.svg,brand-steimel-official | brand-steimel-pumps,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Steimel Pumps and pumping systems,"Steimel manufacturer profile covering pumps and pumping systems, process equipment, and industrial automation and control, based on official company and product sources.",,,90
steinel,STEINEL GmbH,STEINEL,steinel,STEINEL,CONFIRMED,CURRENT,BRAND_SAFE,steinel.de,https://www.steinel.de/en/group/sensors/,Germany,,,,"The source-backed STEINEL portfolio covers industrial sensors, industrial tools, and industrial automation and control. The confirmed country record is Germany.",industrial sensors | industrial tools | industrial automation and control,Motion Detectors | Presence Detectors | Optical Sensors | Sensor Lights | Professional Hot-Air Tools | System Components,,factory automation | industrial processing,brand-assets/logos/steinel.svg,brand-steinel-sensors | brand-steinel-catalogs,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,STEINEL Industrial sensors,"STEINEL manufacturer profile covering industrial sensors, industrial tools, and industrial automation and control, based on official company and product sources.",,,90
steinle,STEINLE,STEINLE,steinle,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,BLOCKED_NON_MANUFACTURER_IDENTITY,NOT_MANUFACTURER_OR_SCOPE_MISMATCH,0
steinmeyer,August Steinmeyer GmbH & Co. KG,Steinmeyer,steinmeyer,STEINMEYER | AUGUST STEINMEYER,CONFIRMED,CURRENT,BRAND_SAFE,steinmeyer.com,https://www.steinmeyer.com/en/home-page/,Germany,"Albstadt, Germany",,,"Steinmeyer publishes official information for linear-motion components and drive and motion-control systems. The published range names Miniature Ball Screws, Precision Ball Screws, Ultra Thrust Ball Screws, Rotating Nuts, Cooled Ball Screws, Differential Roller Screws, Rolled Ball Screws, and Aerospace Ball Screws.",linear-motion components | drive and motion-control systems,Miniature Ball Screws | Precision Ball Screws | Ultra Thrust Ball Screws | Rotating Nuts | Cooled Ball Screws | Differential Roller Screws | Rolled Ball Screws | Aerospace Ball Screws,,industrial manufacturing | factory automation | electronics and semiconductor manufacturing | laboratory and life-science applications | aerospace,brand-assets/logos/steinmeyer.png,brand-steinmeyer-official | brand-steinmeyer-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Steinmeyer Linear-motion components,"Steinmeyer manufacturer profile covering linear-motion components and drive and motion-control systems, based on official company and product sources.",,,95
stem,STEM,STEM,stem,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,AMBIGUOUS_IDENTITY,AMBIGUOUS_IDENTITY,0
stemmann-technik,STEMMANN-TECHNIK GmbH,STEMMANN-TECHNIK,stemmann-technik,STEMMANN TECHNIK | STEMMANN-TECHNIK,CONFIRMED,GROUP_COMPANY,BRAND_SAFE,stemmann.com,https://www.stemmann.com/en/home,Germany,,,Wabtec Corporation,The source-backed STEMMANN-TECHNIK portfolio covers industrial connectivity and industrial battery and energy-storage systems. Its documented corporate parent is Wabtec Corporation.,industrial connectivity | industrial battery and energy-storage systems,Cable Festoon Systems | Cable Reels | Slip Ring Assemblies | Conductor Lines | Roof-Mounted Pantographs | Third-Rail Current Collectors | Charging Systems | Onshore Power Supply,,rail | mining | industrial processing,,brand-stemmann-technik-official | brand-stemmann-technik-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,STEMMANN-TECHNIK Industrial connectivity,"STEMMANN-TECHNIK manufacturer profile covering industrial connectivity and industrial battery and energy-storage systems, based on official company and product sources.",,,80
steris,STERIS,STERIS,steris,STERIS | STERIS CORPORATION,CONFIRMED,CURRENT,BRAND_SAFE,steris.com,https://www.steris.com/,,,,,First-party sources establish STERIS in laboratory and analytical equipment.,laboratory and analytical equipment,Steam Sterilizers | Low-Temperature Sterilization Systems | Washer-Disinfectors | Ultrasonic Cleaners | Endoscope Reprocessing Systems | Surgical Tables | Surgical Lighting,,laboratory and life-science applications | food and pharmaceutical processing,brand-assets/logos/steris.svg,brand-steris-official | brand-steris-healthcare-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,STERIS Laboratory and analytical equipment,"STERIS manufacturer profile covering laboratory and analytical equipment, based on official company and product sources.",,,85
sterling-electric,STERLING ELECTRIC,STERLING ELECTRIC,sterling-electric,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,BLOCKED_EXTERNAL_SOURCE,SOURCE_ACCESS_BLOCKED,0
steute,steute Technologies GmbH & Co. KG,steute Controltec,steute,STEUTE | STEUTE CONTROLTEC,CONFIRMED,CURRENT,BRAND_SAFE,steute-controltec.com,https://www.steute-controltec.com/en/,Germany,"Löhne, Germany",,,The source-backed steute Controltec portfolio covers industrial sensors and industrial safety equipment. The confirmed country record is Germany.,industrial sensors | industrial safety equipment,Position Switches | Pull-Wire Switches | Foot Switches | Safety Switches | Inductive Sensors | Magnetic Sensors | Optical Sensors | Wireless Switches and Sensors | Explosion-Protected Switchgear,,factory automation | marine applications | food and pharmaceutical processing,brand-assets/logos/steute.svg,brand-steute-official | brand-steute-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,steute Controltec Industrial sensors,"steute Controltec manufacturer profile covering industrial sensors and industrial safety equipment, based on official company and product sources.",,,95
stewart-buchanan-gauges,Stewart-Buchanan Gauges Ltd,Stewart-Buchanan Gauges,stewart-buchanan-gauges,STEWART-BUCHANAN GAUGES | STEWART BUCHANAN GAUGES | THE STEWARTS GROUP,CONFIRMED,CURRENT,BRAND_SAFE,stewarts-group.com,https://www.stewarts-group.com/,United Kingdom,"Kilsyth, Scotland, United Kingdom",1870,,Manufacturer-owned sources identify Stewart-Buchanan Gauges with industrial valves and flow control and measurement and instrumentation. The confirmed country record is United Kingdom.,industrial valves and flow control | measurement and instrumentation,Pressure Gauges | Temperature Gauges | Needle Valves | Ball Valves | Valve Manifolds | Monoflanges | Double Block and Bleed Valves | Sampling Valves | Instrumentation Assemblies,NITELITEGAUGE | VIBRAGAUGE | SNUBBAGAUGE,oil and gas | chemical processing | energy | food and pharmaceutical processing | industrial processing,brand-assets/logos/stewart-buchanan-gauges.jpg,brand-stewart-buchanan-gauges-official | brand-stewart-buchanan-gauges-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Stewart-Buchanan Gauges Industrial valves and flow control,"Stewart-Buchanan Gauges manufacturer profile covering industrial valves and flow control and measurement and instrumentation, based on official company and product sources.",,,95
stork,STORK,STORK,stork,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,BLOCKED_NON_MANUFACTURER_IDENTITY,NOT_MANUFACTURER_OR_SCOPE_MISMATCH,10
stoz,STOZ,STOZ,stoz,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,BLOCKED_LEGACY_IDENTITY,ACQUISITION_OR_LEGACY,0
strahman,Strahman Group,Strahman,strahman,STRAHMAN | STRAHMAN GROUP,CONFIRMED,CURRENT,BRAND_SAFE,strahmangroup.com,https://www.strahmangroup.com/,United States,"Bethlehem, Pennsylvania, United States",1921,,Manufacturer-owned sources identify Strahman with industrial valves and flow control. The confirmed country record is United States.,industrial valves and flow control,Washdown Equipment | Washdown Stations | Washdown Nozzles | Process Valves | Valve Automation | Thermal Shut-Off Valves,M-159 | M-750 | M-200TS | SV | MS | QS | QA,food and pharmaceutical processing | oil and gas | chemical processing | industrial processing,brand-assets/logos/strahman.svg,brand-strahman-official | brand-strahman-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Strahman Industrial valves and flow control,"Strahman manufacturer profile covering industrial valves and flow control, based on official company and product sources.",,,95
strapex,Strapex,Strapex,strapex,STRAPEX,CONFIRMED,GROUP_BRAND,BRAND_SAFE,strapex.com,https://www.strapex.com/,Switzerland,"Dietikon, Switzerland",,Signode Industrial Group LLC,"Official Strapex material documents a product scope covering filling and packaging machinery and industrial tools. Documented families and lines include Automatic Strapping Machines, Semi-Automatic Strapping Machines, Battery Strapping Tools, Manual Strapping Tools, Plastic Strap, Steel Strap, and STB.",filling and packaging machinery | industrial tools,Automatic Strapping Machines | Semi-Automatic Strapping Machines | Battery Strapping Tools | Manual Strapping Tools | Plastic Strap | Steel Strap,STB,packaging | industrial processing,brand-assets/logos/strapex.jpg,brand-strapex-official | brand-strapex-machines,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Strapex Filling and packaging machinery,"Strapex manufacturer profile covering filling and packaging machinery and industrial tools, based on official company and product sources.",,,95
